feature,gain,split,gain_pct
Cloud_optical_depth_lag2h,34583300.0,1,0.001673548696365853
is_holiday,28189200.0,1,0.0013641265845537095
Snow_probability_lag1h,24094800.0,1,0.0011659911324019383
Snow_probability_weighted_lag24h,22116660.0,2,0.0010702653451511801
season,15468500.0,1,0.0007485488085213151
Snow_probability_lag3h,0.0,0,0.0
Snow_probability_lag24h,0.0,0,0.0
Snow_probability_weighted_lag2h,0.0,0,0.0
Solar_capacity,0.0,0,0.0
Snow_probability_weighted_lag3h,0.0,0,0.0
Cloud_coverage_lag3h,0.0,0,0.0
Snow_probability_lag2h,0.0,0,0.0
