,All Test Data,All Test Data,All Test Data
,LightGBM 24h Mean,LightGBM 24h Median,Forecast
MSE,5394535.653578888,5337672.7744749915,159719.97421577945
RMSE,2322.6139699870246,2310.340402294647,399.64981448235335
MAE,1638.1212095988915,1564.7990915436324,279.3287072243346
MAPE,5.5830454340692235,5.3513706170965545,0.9588084850843953
sMAPE,5.609849192876487,5.359509247399318,0.9581021827256451
R2,0.7503783625629389,0.7530095816154783,0.9926092690723626
RMSE Skill (vs Forecast),-4.811622790305537,-4.780911984876352,0.0
