# Coding: utf-8
# File format version: 7
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2014-12-31T00:00:00.0
# Date end (ISO 8601): 2019-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 37.4312
# Longitude (positive East, ISO 19115): -6.2603
# Altitude (m): 73.00
# Elevation of CAMS cell (m): 230.54
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2026-02-11
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#12. sza. Solar zenithal angle for the middle of the summarization (deg)
#13. summer/winter split. 1.0 means summer, 0.0 means winter
#14. tco3. Total column content of ozone (Dobson unit)
#15. tcwv. Total column content of water vapour (kg/m2)
#16. AOD BC. Partial aerosol optical depth at 550 nm for black carbon
#17. AOD DU. Partial aerosol optical depth at 550 nm for dust
#18. AOD SS. Partial aerosol optical depth at 550 nm for sea salt
#19. AOD OR. Partial aerosol optical depth at 550 nm for organic matter
#20. AOD SU. Partial aerosol optical depth at 550 nm for sulphate
#21. AOD NI. Partial aerosol optical depth at 550 nm for nitrate
#22. AOD AM. Partial aerosol optical depth at 550 nm for ammonium
#23. AOD SO. Partial aerosol optical depth at 550 nm for secondary organic
#24. alpha. Angstroem coefficient for aerosol. Obsolete (value is always nan)
#25. Snow_probability of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#26. fiso. MODIS-like BRDF parameter fiso
#27. fvol. MODIS-like BRDF parameter fvol
#28. fgeo. MODIS-like BRDF parameter fgeo
#29. albedo. Ground albedo
#30. Cloud optical depth (value from 0 to 500, value of the nearest acquisition time of the pixel) nan=no value
#31. Cloud coverage of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#32. Cloud type (value of the nearest acquisition time of the pixel) -1=no value 0=no clouds 5=low-level cloud 6=medium-level cloud 7=high-level cloud 8=thin cloud
#33. GHI no corr. Global irradiation without bias correction on horizontal plane at ground level (obsolete)
#34. BHI no corr. Beam irradiation without bias correction on horizontal plane at ground level (obsolete)
#35. DHI no corr. Diffuse irradiation without bias correction on horizontal plane at ground level (obsolete)
#36. BNI no corr. Beam irradiation without bias correction on mobile plane following the sun at normal incidence (obsolete)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability;sza;summer/winter split;tco3;tcwv;AOD BC;AOD DU;AOD SS;AOD OR;AOD SU;AOD NI;AOD AM;AOD SO;alpha;Snow probability;fiso;fvol;fgeo;albedo;Cloud optical depth;Cloud coverage;Cloud type;GHI no corr;BHI no corr;DHI no corr;BNI no corr
2014-12-31T04:10:00.0/2014-12-31T04:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;301.0969;4.7384;0.0011;0.0000;0.0025;0.0095;0.0044;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:11:00.0/2014-12-31T04:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;301.0676;4.7370;0.0011;0.0000;0.0025;0.0095;0.0044;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:12:00.0/2014-12-31T04:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;301.0383;4.7356;0.0011;0.0000;0.0025;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:13:00.0/2014-12-31T04:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;301.0091;4.7342;0.0011;0.0000;0.0025;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:14:00.0/2014-12-31T04:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.9798;4.7328;0.0011;0.0000;0.0025;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:15:00.0/2014-12-31T04:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.9505;4.7314;0.0011;0.0000;0.0025;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:16:00.0/2014-12-31T04:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.9212;4.7300;0.0011;0.0000;0.0025;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:17:00.0/2014-12-31T04:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.8920;4.7286;0.0011;0.0000;0.0025;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:18:00.0/2014-12-31T04:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.8627;4.7272;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:19:00.0/2014-12-31T04:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.8334;4.7258;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:20:00.0/2014-12-31T04:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.8041;4.7245;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:21:00.0/2014-12-31T04:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.7749;4.7231;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:22:00.0/2014-12-31T04:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.7456;4.7217;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:23:00.0/2014-12-31T04:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.7163;4.7203;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:24:00.0/2014-12-31T04:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.6870;4.7189;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:25:00.0/2014-12-31T04:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.6578;4.7175;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:26:00.0/2014-12-31T04:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.6285;4.7161;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:27:00.0/2014-12-31T04:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.5992;4.7147;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:28:00.0/2014-12-31T04:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.5699;4.7133;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:29:00.0/2014-12-31T04:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.5407;4.7119;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:30:00.0/2014-12-31T04:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.5114;4.7106;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:31:00.0/2014-12-31T04:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.4821;4.7092;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:32:00.0/2014-12-31T04:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.4528;4.7078;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:33:00.0/2014-12-31T04:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.4236;4.7064;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:34:00.0/2014-12-31T04:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.3943;4.7050;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:35:00.0/2014-12-31T04:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.3650;4.7036;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:36:00.0/2014-12-31T04:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.3357;4.7022;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:37:00.0/2014-12-31T04:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.3065;4.7008;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:38:00.0/2014-12-31T04:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.2772;4.6994;0.0011;0.0000;0.0024;0.0095;0.0043;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:39:00.0/2014-12-31T04:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.2479;4.6981;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:40:00.0/2014-12-31T04:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.2186;4.6967;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:41:00.0/2014-12-31T04:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.1894;4.6953;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:42:00.0/2014-12-31T04:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.1601;4.6939;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:43:00.0/2014-12-31T04:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.1308;4.6925;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:44:00.0/2014-12-31T04:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.1015;4.6911;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:45:00.0/2014-12-31T04:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.0723;4.6897;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:46:00.0/2014-12-31T04:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.0430;4.6883;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:47:00.0/2014-12-31T04:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;300.0137;4.6869;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:48:00.0/2014-12-31T04:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0074;299.9844;4.6855;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:49:00.0/2014-12-31T04:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.9552;4.6842;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:50:00.0/2014-12-31T04:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.9259;4.6828;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:51:00.0/2014-12-31T04:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.8966;4.6814;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:52:00.0/2014-12-31T04:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.8673;4.6800;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:53:00.0/2014-12-31T04:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.8381;4.6786;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:54:00.0/2014-12-31T04:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.8088;4.6772;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:55:00.0/2014-12-31T04:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.7795;4.6758;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:56:00.0/2014-12-31T04:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.7502;4.6744;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:57:00.0/2014-12-31T04:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.7210;4.6730;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:58:00.0/2014-12-31T04:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.6917;4.6716;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T04:59:00.0/2014-12-31T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.6624;4.6703;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T05:00:00.0/2014-12-31T05:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.6331;4.6689;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T05:01:00.0/2014-12-31T05:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.6039;4.6675;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T05:02:00.0/2014-12-31T05:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.5746;4.6661;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T05:03:00.0/2014-12-31T05:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.5453;4.6647;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T05:04:00.0/2014-12-31T05:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.5160;4.6633;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T05:05:00.0/2014-12-31T05:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.4868;4.6619;0.0011;0.0000;0.0024;0.0095;0.0042;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T05:06:00.0/2014-12-31T05:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.4575;4.6605;0.0011;0.0000;0.0024;0.0095;0.0041;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T05:07:00.0/2014-12-31T05:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.4282;4.6591;0.0011;0.0000;0.0024;0.0095;0.0041;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T05:08:00.0/2014-12-31T05:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.3989;4.6578;0.0011;0.0000;0.0024;0.0095;0.0041;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T05:09:00.0/2014-12-31T05:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0075;299.3697;4.6564;0.0011;0.0000;0.0024;0.0095;0.0041;0.0000;0.0000;0.0000;nan;-1;0.1753;0.0603;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
