# Coding: utf-8
# File format version: 7
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2014-12-31T00:00:00.0
# Date end (ISO 8601): 2019-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 37.4312
# Longitude (positive East, ISO 19115): -6.2603
# Altitude (m): 73.00
# Elevation of CAMS cell (m): 230.54
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2026-02-11
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#12. sza. Solar zenithal angle for the middle of the summarization (deg)
#13. summer/winter split. 1.0 means summer, 0.0 means winter
#14. tco3. Total column content of ozone (Dobson unit)
#15. tcwv. Total column content of water vapour (kg/m2)
#16. AOD BC. Partial aerosol optical depth at 550 nm for black carbon
#17. AOD DU. Partial aerosol optical depth at 550 nm for dust
#18. AOD SS. Partial aerosol optical depth at 550 nm for sea salt
#19. AOD OR. Partial aerosol optical depth at 550 nm for organic matter
#20. AOD SU. Partial aerosol optical depth at 550 nm for sulphate
#21. AOD NI. Partial aerosol optical depth at 550 nm for nitrate
#22. AOD AM. Partial aerosol optical depth at 550 nm for ammonium
#23. AOD SO. Partial aerosol optical depth at 550 nm for secondary organic
#24. alpha. Angstroem coefficient for aerosol. Obsolete (value is always nan)
#25. Snow_probability of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#26. fiso. MODIS-like BRDF parameter fiso
#27. fvol. MODIS-like BRDF parameter fvol
#28. fgeo. MODIS-like BRDF parameter fgeo
#29. albedo. Ground albedo
#30. Cloud optical depth (value from 0 to 500, value of the nearest acquisition time of the pixel) nan=no value
#31. Cloud coverage of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#32. Cloud type (value of the nearest acquisition time of the pixel) -1=no value 0=no clouds 5=low-level cloud 6=medium-level cloud 7=high-level cloud 8=thin cloud
#33. GHI no corr. Global irradiation without bias correction on horizontal plane at ground level (obsolete)
#34. BHI no corr. Beam irradiation without bias correction on horizontal plane at ground level (obsolete)
#35. DHI no corr. Diffuse irradiation without bias correction on horizontal plane at ground level (obsolete)
#36. BNI no corr. Beam irradiation without bias correction on mobile plane following the sun at normal incidence (obsolete)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability;sza;summer/winter split;tco3;tcwv;AOD BC;AOD DU;AOD SS;AOD OR;AOD SU;AOD NI;AOD AM;AOD SO;alpha;Snow probability;fiso;fvol;fgeo;albedo;Cloud optical depth;Cloud coverage;Cloud type;GHI no corr;BHI no corr;DHI no corr;BNI no corr
2014-12-31T18:31:00.0/2014-12-31T18:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.0348;5.0355;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:32:00.0/2014-12-31T18:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.0436;5.0340;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:33:00.0/2014-12-31T18:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.0525;5.0326;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:34:00.0/2014-12-31T18:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.0614;5.0311;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:35:00.0/2014-12-31T18:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.0703;5.0296;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:36:00.0/2014-12-31T18:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.0792;5.0281;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:37:00.0/2014-12-31T18:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.0881;5.0267;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:38:00.0/2014-12-31T18:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.0969;5.0252;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:39:00.0/2014-12-31T18:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1058;5.0237;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:40:00.0/2014-12-31T18:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1147;5.0222;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:41:00.0/2014-12-31T18:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1236;5.0207;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:42:00.0/2014-12-31T18:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1325;5.0193;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:43:00.0/2014-12-31T18:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1414;5.0178;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:44:00.0/2014-12-31T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1502;5.0163;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:45:00.0/2014-12-31T18:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1591;5.0148;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:46:00.0/2014-12-31T18:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1680;5.0134;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:47:00.0/2014-12-31T18:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1769;5.0119;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:48:00.0/2014-12-31T18:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1858;5.0104;0.0012;0.0000;0.0010;0.0108;0.0090;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:49:00.0/2014-12-31T18:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.1947;5.0089;0.0012;0.0000;0.0010;0.0108;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:50:00.0/2014-12-31T18:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2035;5.0074;0.0012;0.0000;0.0010;0.0108;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:51:00.0/2014-12-31T18:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2124;5.0060;0.0012;0.0000;0.0010;0.0108;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:52:00.0/2014-12-31T18:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2213;5.0045;0.0012;0.0000;0.0010;0.0108;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:53:00.0/2014-12-31T18:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2302;5.0030;0.0012;0.0000;0.0010;0.0108;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:54:00.0/2014-12-31T18:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2391;5.0015;0.0012;0.0000;0.0010;0.0108;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:55:00.0/2014-12-31T18:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2480;5.0001;0.0012;0.0000;0.0010;0.0108;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:56:00.0/2014-12-31T18:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2568;4.9986;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:57:00.0/2014-12-31T18:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2657;4.9971;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:58:00.0/2014-12-31T18:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2746;4.9956;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T18:59:00.0/2014-12-31T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2835;4.9942;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:00:00.0/2014-12-31T19:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.2924;4.9927;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:01:00.0/2014-12-31T19:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3012;4.9912;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:02:00.0/2014-12-31T19:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3101;4.9897;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:03:00.0/2014-12-31T19:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3190;4.9882;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:04:00.0/2014-12-31T19:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3279;4.9868;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:05:00.0/2014-12-31T19:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3368;4.9853;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:06:00.0/2014-12-31T19:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3457;4.9838;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:07:00.0/2014-12-31T19:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3545;4.9823;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:08:00.0/2014-12-31T19:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3634;4.9809;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:09:00.0/2014-12-31T19:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3723;4.9794;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:10:00.0/2014-12-31T19:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3812;4.9779;0.0012;0.0000;0.0010;0.0109;0.0089;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:11:00.0/2014-12-31T19:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3901;4.9764;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:12:00.0/2014-12-31T19:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.3990;4.9749;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:13:00.0/2014-12-31T19:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4078;4.9735;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:14:00.0/2014-12-31T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4167;4.9720;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:15:00.0/2014-12-31T19:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4256;4.9705;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:16:00.0/2014-12-31T19:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4345;4.9690;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:17:00.0/2014-12-31T19:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4434;4.9676;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:18:00.0/2014-12-31T19:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4523;4.9661;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:19:00.0/2014-12-31T19:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4611;4.9646;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:20:00.0/2014-12-31T19:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4700;4.9631;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:21:00.0/2014-12-31T19:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4789;4.9616;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:22:00.0/2014-12-31T19:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4878;4.9602;0.0012;0.0000;0.0010;0.0109;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:23:00.0/2014-12-31T19:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.4967;4.9587;0.0012;0.0000;0.0010;0.0110;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:24:00.0/2014-12-31T19:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.5056;4.9572;0.0012;0.0000;0.0010;0.0110;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:25:00.0/2014-12-31T19:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.5144;4.9557;0.0012;0.0000;0.0010;0.0110;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:26:00.0/2014-12-31T19:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.5233;4.9543;0.0012;0.0000;0.0010;0.0110;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:27:00.0/2014-12-31T19:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.5322;4.9528;0.0012;0.0000;0.0010;0.0110;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:28:00.0/2014-12-31T19:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.5411;4.9513;0.0012;0.0000;0.0010;0.0110;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:29:00.0/2014-12-31T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.5500;4.9498;0.0012;0.0000;0.0010;0.0110;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T19:30:00.0/2014-12-31T19:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0084;290.5588;4.9484;0.0012;0.0000;0.0010;0.0110;0.0088;0.0000;0.0000;0.0000;nan;-1;0.1752;0.0605;0.0291;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
